name,state_postal_abbreviation,description,latitude,longitude,egrid_subregion_abbreviation,climate_division_name
91506,CA,Burbank,34.169663,-118.32364,CAMX,CA6
91507,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91508,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91510,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91521,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91522,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91523,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91526,CA,Burbank,33.786594,-118.298662,CAMX,CA6
91601,CA,North Hollywood,34.168206,-118.37246,CAMX,CA6
91602,CA,North Hollywood,34.152476,-118.36841,CAMX,CA6
91603,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91604,CA,Studio City,34.143856,-118.39429,CAMX,CA6
91605,CA,North Hollywood,34.208142,-118.4011,CAMX,CA6
91606,CA,North Hollywood,34.185698,-118.38836,CAMX,CA6
91607,CA,Valley Village,34.165706,-118.39986,CAMX,CA6
91608,CA,Universal City,34.139397,-118.35034,CAMX,CA6
91609,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91610,CA,Toluca Lake,33.786594,-118.298662,CAMX,CA6
91611,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91612,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91614,CA,Studio City,33.786594,-118.298662,CAMX,CA6
91615,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91616,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91617,CA,Valley Village,33.786594,-118.298662,CAMX,CA6
91618,CA,North Hollywood,33.786594,-118.298662,CAMX,CA6
91671,CA,Los Angeles,34.175205,-118.382212,,
91701,CA,Alta Loma,34.131659,-117.5924,CAMX,CA6
91702,CA,Azusa,34.128907,-117.90309,CAMX,CA6
91706,CA,Baldwin Park,34.087108,-117.96966,CAMX,CA6
91708,CA,Chino,34.839964,-115.967051,CAMX,CA6
91709,CA,Chino Hills,33.975267,-117.72305,CAMX,CA6
91710,CA,Chino,34.015963,-117.68737,CAMX,CA6
91711,CA,Claremont,34.110009,-117.71973,CAMX,CA6
91714,CA,City Of Industry,33.786594,-118.298662,,
91715,CA,City Of Industry,33.786594,-118.298662,CAMX,CA6
91716,CA,City Of Industry,33.786594,-118.298662,CAMX,CA6
91718,CA,Corona,33.752886,-116.055617,,
91719,CA,Corona,33.735688,-117.42049,,
91720,CA,Corona,33.752886,-116.055617,,
91722,CA,Covina,34.097708,-117.90698,CAMX,CA6
91723,CA,Covina,34.085809,-117.88694,CAMX,CA6
91724,CA,Covina,34.088771,-117.85817,CAMX,CA6
91729,CA,Rancho Cucamonga,34.839964,-115.967051,CAMX,CA6
91730,CA,Rancho Cucamonga,34.104555,-117.58734,CAMX,CA6
91731,CA,El Monte,34.076642,-118.03942,CAMX,CA6
91732,CA,El Monte,34.070659,-118.01383,CAMX,CA6
91733,CA,South El Monte,34.05051,-118.04834,CAMX,CA6
91734,CA,El Monte,33.786594,-118.298662,CAMX,CA6
91735,CA,El Monte,33.786594,-118.298662,CAMX,CA6
91737,CA,Alta Loma,34.147849,-117.57847,CAMX,CA6
91739,CA,Rancho Cucamonga,34.127819,-117.5246,CAMX,CA6
91740,CA,Glendora,34.119245,-117.8548,CAMX,CA6
91741,CA,Glendora,34.140207,-117.85704,CAMX,CA6
91743,CA,Guasti,34.066655,-117.58831,CAMX,CA6
91744,CA,La Puente,34.029561,-117.93975,CAMX,CA6
91745,CA,Hacienda Heights,34.000578,-117.96943,CAMX,CA6
91746,CA,La Puente,34.046889,-117.98464,CAMX,CA6
91747,CA,La Puente,33.786594,-118.298662,CAMX,CA6
91748,CA,Rowland Heights,33.985012,-117.89705,CAMX,CA6
91749,CA,La Puente,33.786594,-118.298662,CAMX,CA6
91750,CA,La Verne,34.117047,-117.77097,CAMX,CA6
91752,CA,Mira Loma,34.001846,-117.52759,CAMX,CA6
91754,CA,Monterey Park,34.048207,-118.14161,CAMX,CA6
91755,CA,Monterey Park,34.05471,-118.11823,CAMX,CA6
91756,CA,Monterey Park,33.786594,-118.298662,CAMX,CA6
91758,CA,Ontario,34.839964,-115.967051,CAMX,CA6
91759,CA,Mt Baldy,34.231581,-117.66106,CAMX,CA6
91760,CA,Norco,33.752886,-116.055617,,
91761,CA,Ontario,34.036085,-117.6086,CAMX,CA6
91762,CA,Ontario,34.057561,-117.66563,CAMX,CA6
91763,CA,Montclair,34.07041,-117.69938,CAMX,CA6
91764,CA,Ontario,34.077327,-117.6222,CAMX,CA6
91765,CA,Diamond Bar,34.004172,-117.81673,CAMX,CA6
91766,CA,Pomona,34.045584,-117.75305,CAMX,CA6
91767,CA,Pomona,34.080143,-117.73861,CAMX,CA6
91768,CA,Pomona,34.06521,-117.77932,CAMX,CA6
91769,CA,Pomona,33.786594,-118.298662,CAMX,CA6
91770,CA,Rosemead,34.066143,-118.08475,CAMX,CA6
91771,CA,Rosemead,33.786594,-118.298662,CAMX,CA6
91772,CA,Rosemead,33.786594,-118.298662,CAMX,CA6
91773,CA,San Dimas,34.103341,-117.81814,CAMX,CA6
91775,CA,San Gabriel,34.114041,-118.09035,CAMX,CA6
91776,CA,San Gabriel,34.089059,-118.0951,CAMX,CA6
91778,CA,San Gabriel,33.786594,-118.298662,CAMX,CA6
91780,CA,Temple City,34.101608,-118.05606,CAMX,CA6
91784,CA,Upland,34.138575,-117.66356,CAMX,CA6
91785,CA,Upland,34.839964,-115.967051,CAMX,CA6
91786,CA,Upland,34.101659,-117.65776,CAMX,CA6
91788,CA,Walnut,33.786594,-118.298662,CAMX,CA6
91789,CA,Walnut,34.018361,-117.85438,CAMX,CA6
91790,CA,West Covina,34.068059,-117.93835,CAMX,CA6
91791,CA,West Covina,34.063645,-117.89743,CAMX,CA6
91792,CA,West Covina,34.020711,-117.89932,CAMX,CA6
91793,CA,West Covina,33.786594,-118.298662,CAMX,CA6
91795,CA,Walnut,33.786594,-118.298662,CAMX,CA6
91797,CA,Pomona,33.786594,-118.298662,,
91798,CA,Ontario,34.839964,-115.967051,,CA6
91799,CA,Pomona,33.786594,-118.298662,,
91801,CA,Alhambra,34.090409,-118.127,CAMX,CA6
91802,CA,Alhambra,33.786594,-118.298662,CAMX,CA6
91803,CA,Alhambra,34.072959,-118.1462,CAMX,CA6
91804,CA,Alhambra,33.786594,-118.298662,CAMX,CA6
91841,CA,Alhambra,33.786594,-118.298662,,
91896,CA,Alhambra,33.786594,-118.298662,CAMX,CA6
91899,CA,Alhambra,33.786594,-118.298662,,
91901,CA,Alpine,32.823102,-116.73864,CAMX,CA6
91902,CA,Bonita,32.663803,-117.02456,CAMX,CA6
91903,CA,Alpine,33.016928,-116.846046,CAMX,CA6
91905,CA,Boulevard,32.672239,-116.31497,CAMX,CA7
91906,CA,Campo,32.664307,-116.46513,CAMX,CA7
91908,CA,Bonita,33.016928,-116.846046,CAMX,CA6
91909,CA,Chula Vista,33.016928,-116.846046,CAMX,CA6
91910,CA,Chula Vista,32.638654,-117.06686,CAMX,CA6
91911,CA,Chula Vista,32.608799,-117.0607,CAMX,CA6
91912,CA,Chula Vista,33.016928,-116.846046,CAMX,CA6
91913,CA,Chula Vista,32.642486,-116.98973,CAMX,CA6
91914,CA,Chula Vista,32.662563,-116.95413,CAMX,CA6
91915,CA,Chula Vista,32.638072,-116.95195,CAMX,CA6
91916,CA,Descanso,32.890384,-116.62459,CAMX,CA6
91917,CA,Dulzura,32.616539,-116.71187,CAMX,CA6
91921,CA,Chula Vista,33.016928,-116.846046,CAMX,CA6
91927,CA,La Presa,32.701452,-117.002054,,
91931,CA,Guatay,32.852086,-116.55559,CAMX,CA7
91932,CA,Imperial Beach,32.579555,-117.11708,CAMX,CA6
91933,CA,Imperial Beach,33.016928,-116.846046,CAMX,CA6
91934,CA,Jacumba,32.624424,-116.17025,CAMX,CA7
91935,CA,Jamul,32.718186,-116.82606,CAMX,CA6
91941,CA,La Mesa,32.761801,-117.01273,CAMX,CA6
91942,CA,La Mesa,32.785,-117.0186,CAMX,CA6
91943,CA,La Mesa,33.016928,-116.846046,CAMX,CA6
91944,CA,La Mesa,33.016928,-116.846046,CAMX,CA6
91945,CA,Lemon Grove,32.733451,-117.0337,CAMX,CA6
91946,CA,Lemon Grove,33.016928,-116.846046,CAMX,CA6
91947,CA,Lincoln Acres,33.016928,-116.846046,CAMX,CA6
91948,CA,Mount Laguna,32.875267,-116.42826,CAMX,CA7
91950,CA,National City,32.670903,-117.09272,CAMX,CA6
91951,CA,National City,33.016928,-116.846046,CAMX,CA6
91962,CA,Pine Valley,32.773317,-116.49139,CAMX,CA7
91963,CA,Potrero,32.620782,-116.60671,CAMX,CA6
91976,CA,Spring Valley,33.016928,-116.846046,CAMX,CA6
91977,CA,Spring Valley,32.721145,-116.99612,CAMX,CA6
91978,CA,Spring Valley,32.732539,-116.95091,CAMX,CA6
91979,CA,Spring Valley,33.016928,-116.846046,CAMX,CA6
91980,CA,Tecate,32.588485,-116.63034,CAMX,CA6
91987,CA,Tecate,33.016928,-116.846046,CAMX,CA6
91990,CA,Potrero,33.016928,-116.846046,,
92002,CA,Carlsbad,33.198032,-117.234701,,
92003,CA,Bonsall,33.289265,-117.20011,CAMX,CA6
92004,CA,Borrego Springs,33.184028,-116.26597,CAMX,CA7
92007,CA,Cardiff By The Sea,33.026742,-117.27816,CAMX,CA6
92008,CA,Carlsbad,33.158137,-117.32646,CAMX,CA6
92009,CA,Carlsbad,33.097841,-117.26744,CAMX,CA6
92010,CA,,,,CAMX,CA6
92011,CA,,,,CAMX,CA6
92013,CA,Carlsbad,33.016928,-116.846046,CAMX,CA6
92014,CA,Del Mar,32.961812,-117.25967,CAMX,CA6
92018,CA,Carlsbad,33.016928,-116.846046,CAMX,CA6
92019,CA,El Cajon,32.788736,-116.90487,CAMX,CA6
92020,CA,El Cajon,32.7991,-116.97334,CAMX,CA6
92021,CA,El Cajon,32.8201,-116.91234,CAMX,CA6
92022,CA,El Cajon,33.016928,-116.846046,CAMX,CA6
92023,CA,Encinitas,33.016928,-116.846046,CAMX,CA6
92024,CA,Encinitas,33.053092,-117.26855,CAMX,CA6
92025,CA,Escondido,33.106862,-117.07077,CAMX,CA6
92026,CA,Escondido,33.181543,-117.11136,CAMX,CA6
92027,CA,Escondido,33.142706,-117.03049,CAMX,CA6
92028,CA,Fallbrook,33.380359,-117.20605,CAMX,CA6
92029,CA,Escondido,33.087868,-117.11558,CAMX,CA6
92030,CA,Escondido,33.016928,-116.846046,CAMX,CA6
92031,CA,Adelanto,34.587473,-117.406293,,
92033,CA,Escondido,33.016928,-116.846046,CAMX,CA6
92036,CA,Julian,33.02757,-116.53109,CAMX,CA7
92037,CA,La Jolla,32.838761,-117.26159,CAMX,CA6
92038,CA,La Jolla,33.016928,-116.846046,CAMX,CA6
92039,CA,La Jolla,33.016928,-116.846046,CAMX,CA6
92040,CA,Lakeside,32.873849,-116.90477,CAMX,CA6
92046,CA,Escondido,33.016928,-116.846046,CAMX,CA6
92049,CA,Oceanside,33.016928,-116.846046,CAMX,CA6
92051,CA,Oceanside,33.016928,-116.846046,CAMX,CA6
92052,CA,Oceanside,33.016928,-116.846046,CAMX,CA6
92054,CA,Oceanside,33.202463,-117.36077,CAMX,CA6
92055,CA,Camp Pendleton,33.016928,-116.846046,CAMX,CA6
92056,CA,Oceanside,33.195354,-117.28232,CAMX,CA6
92057,CA,Oceanside,33.240926,-117.29851,CAMX,CA6
92058,CA,Oceanside,33.016928,-116.846046,CAMX,
92059,CA,Pala,33.369249,-117.07236,CAMX,CA6
92060,CA,Palomar Mountain,33.308217,-116.8471,CAMX,CA6
92061,CA,Pauma Valley,33.311881,-116.96499,CAMX,CA6
92064,CA,Poway,32.973645,-117.03701,CAMX,CA6
92065,CA,Ramona,33.035844,-116.8513,CAMX,CA6
92066,CA,Ranchita,33.209313,-116.54244,CAMX,CA7
92067,CA,Rancho Santa Fe,33.016492,-117.20264,CAMX,CA6
92068,CA,San Luis Rey,33.016928,-116.846046,CAMX,CA6
92069,CA,San Marcos,33.144908,-117.17128,CAMX,CA6
92070,CA,Santa Ysabel,33.166768,-116.71061,CAMX,CA6
92071,CA,Santee,32.84681,-116.98983,CAMX,CA6
92072,CA,Santee,33.016928,-116.846046,CAMX,CA6
92074,CA,Poway,33.016928,-116.846046,CAMX,CA6
92075,CA,Solana Beach,32.997543,-117.26087,CAMX,CA6
92078,CA,San Marcos,33.122029,-117.15605,CAMX,CA6
92079,CA,San Marcos,33.016928,-116.846046,CAMX,CA6
92081,CA,,,,CAMX,CA6
92082,CA,Valley Center,33.261748,-117.01027,CAMX,CA6
92083,CA,Vista,33.179587,-117.24461,CAMX,CA6
92084,CA,Vista,33.213309,-117.21474,CAMX,CA6
92085,CA,Vista,33.016928,-116.846046,CAMX,CA6
92086,CA,Warner Springs,33.337152,-116.69355,CAMX,CA6
92088,CA,Fallbrook,33.016928,-116.846046,CAMX,CA6
92090,CA,El Cajon,33.016928,-116.846046,,CA6
92091,CA,Rancho Santa Fe,32.993541,-117.21311,CAMX,CA6
92092,CA,La Jolla,33.016928,-116.846046,CAMX,CA6
92093,CA,La Jolla,33.016928,-116.846046,CAMX,CA6
92096,CA,San Marcos,33.016928,-116.846046,CAMX,CA6
92101,CA,San Diego,32.719601,-117.16246,CAMX,CA6
92102,CA,San Diego,32.714992,-117.12537,CAMX,CA6
92103,CA,San Diego,32.746018,-117.16715,CAMX,CA6
92104,CA,San Diego,32.742892,-117.12774,CAMX,CA6
92105,CA,San Diego,32.741256,-117.0951,CAMX,CA6
92106,CA,San Diego,32.7259,-117.23079,CAMX,CA6
92107,CA,San Diego,32.7409,-117.24434,CAMX,CA6
92108,CA,San Diego,32.7736,-117.13785,CAMX,CA6
92109,CA,San Diego,32.791246,-117.24343,CAMX,CA6
92110,CA,San Diego,32.766482,-117.20077,CAMX,CA6
92111,CA,San Diego,32.804972,-117.16871,CAMX,CA6
92112,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92113,CA,San Diego,32.697402,-117.12001,CAMX,CA6
92114,CA,San Diego,32.706954,-117.0542,CAMX,CA6
92115,CA,San Diego,32.7603,-117.07031,CAMX,CA6
92116,CA,San Diego,32.76235,-117.12246,CAMX,CA6
92117,CA,San Diego,32.823865,-117.19966,CAMX,CA6
92118,CA,Coronado,32.682727,-117.17441,CAMX,CA6
92119,CA,San Diego,32.80225,-117.02431,CAMX,CA6
92120,CA,San Diego,32.794449,-117.07221,CAMX,CA6
92121,CA,San Diego,32.899996,-117.20722,CAMX,CA6
92122,CA,San Diego,32.856447,-117.21143,CAMX,CA6
92123,CA,San Diego,32.803799,-117.13595,CAMX,CA6
92124,CA,San Diego,32.822815,-117.09844,CAMX,CA6
92126,CA,San Diego,32.914346,-117.14116,CAMX,CA6
92127,CA,San Diego,33.022384,-117.10694,CAMX,CA6
92128,CA,San Diego,32.998855,-117.07054,CAMX,CA6
92129,CA,San Diego,32.961014,-117.1251,CAMX,CA6
92130,CA,San Diego,32.946776,-117.21918,CAMX,CA6
92131,CA,San Diego,32.918035,-117.08438,CAMX,CA6
92132,CA,San Diego,32.643703,-117.138414,CAMX,CA6
92133,CA,San Diego,32.733507,-117.216451,,CA6
92134,CA,San Diego,32.562106,-117.07166,CAMX,CA6
92135,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92136,CA,San Diego,32.68342,-117.121913,CAMX,CA6
92137,CA,San Diego,32.85377,-117.119744,CAMX,CA6
92138,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92139,CA,San Diego,32.677286,-117.05241,CAMX,CA6
92140,CA,San Diego,32.74344,-117.200412,CAMX,CA6
92142,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92143,CA,San Ysidro,33.016928,-116.846046,CAMX,CA6
92145,CA,San Diego,32.889139,-117.100486,CAMX,CA6
92147,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92149,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92150,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92152,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92153,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92154,CA,San Diego,32.574398,-117.05633,CAMX,CA6
92155,CA,San Diego,32.671602,-117.165665,CAMX,CA6
92158,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92159,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92160,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92161,CA,San Diego,32.871846,-117.229119,CAMX,CA6
92162,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92163,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92164,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92165,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92166,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92167,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92168,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92169,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92170,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92171,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92172,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92173,CA,San Ysidro,32.556264,-117.05057,CAMX,CA6
92174,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92175,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92176,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92177,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92178,CA,Coronado,33.016928,-116.846046,CAMX,CA6
92179,CA,San Diego,32.572602,-116.918724,CAMX,CA6
92182,CA,San Diego,32.775088,-117.076176,CAMX,CA6
92184,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92186,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92187,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92190,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92191,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92192,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92193,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92194,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92195,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92196,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92197,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92198,CA,San Diego,33.016928,-116.846046,CAMX,CA6
92199,CA,San Diego,32.751575,-117.191848,CAMX,CA6
92201,CA,Indio,33.715271,-116.235,AZNM,CA7
92202,CA,Indio,33.752886,-116.055617,AZNM,CA7
92203,CA,Indio,33.75307,-116.24688,AZNM,CA7
92210,CA,Indian Wells,33.70129,-116.34148,CAMX,CA7
92211,CA,Palm Desert,33.759409,-116.32317,CAMX,CA7
92220,CA,Banning,33.920803,-116.87897,CAMX,CA7
92222,CA,Bard,32.782242,-114.561905,AZNM,CA7
92223,CA,Beaumont,33.945265,-116.9759,CAMX,CA6
92225,CA,Blythe,33.628333,-114.61905,CAMX,CA7
92226,CA,Blythe,33.59869,-114.652517,CAMX,CA7
92227,CA,Brawley,32.98975,-115.50475,AZNM,CA7
92230,CA,Cabazon,33.911404,-116.76834,CAMX,CA7
92231,CA,Calexico,32.683491,-115.48277,AZNM,CA7
92232,CA,Calexico,33.026203,-115.284581,AZNM,CA7
92233,CA,Calipatria,33.131764,-115.51208,AZNM,CA7
92234,CA,Cathedral City,33.807761,-116.46473,CAMX,CA7
92235,CA,Cathedral City,33.752886,-116.055617,CAMX,CA7
92236,CA,Coachella,33.679872,-116.17656,AZNM,CA7
92239,CA,Desert Center,33.830029,-115.40124,CAMX,CA7
92240,CA,Desert Hot Springs,33.952303,-116.50804,CAMX,CA7
92241,CA,Desert Hot Springs,33.904371,-116.38634,AZNM,CA7
92242,CA,Earp,34.137179,-114.35823,CAMX,CA7
92243,CA,El Centro,32.783359,-115.57746,AZNM,CA7
92244,CA,El Centro,32.79475,-115.692714,AZNM,CA7
92247,CA,,,,AZNM,CA7
92248,CA,,,,AZNM,CA7
92249,CA,Heber,32.726931,-115.51245,AZNM,CA7
92250,CA,Holtville,32.800259,-115.35369,AZNM,CA7
92251,CA,Imperial,32.853471,-115.58942,AZNM,CA7
92252,CA,Joshua Tree,34.175926,-116.29137,CAMX,CA7
92253,CA,La Quinta,33.675373,-116.29649,AZNM,CA7
92254,CA,Mecca,33.543836,-115.99404,AZNM,CA7
92255,CA,Palm Desert,33.752886,-116.055617,CAMX,CA7
92256,CA,Morongo Valley,34.066626,-116.55951,CAMX,CA7
92257,CA,Niland,33.330929,-115.61583,AZNM,CA7
92258,CA,North Palm Springs,33.921502,-116.56703,CAMX,CA7
92259,CA,Ocotillo,32.722049,-115.95998,AZNM,CA7
92260,CA,Palm Desert,33.715672,-116.38496,CAMX,CA7
92261,CA,Palm Desert,33.660374,-116.408249,CAMX,CA7
92262,CA,Palm Springs,33.842984,-116.54344,CAMX,CA7
92263,CA,Palm Springs,33.761076,-116.535887,CAMX,CA7
92264,CA,Palm Springs,33.798669,-116.51887,CAMX,CA7
92266,CA,Palo Verde,33.387467,-114.71352,CAMX,CA7
92267,CA,Parker Dam,34.286985,-114.17251,CAMX,CA7
92268,CA,Pioneertown,34.203249,-116.56565,CAMX,CA7
92270,CA,Rancho Mirage,33.762944,-116.42249,CAMX,CA7
92271,CA,Rancho Mirage,33.53163,-114.892368,,
92273,CA,Seeley,32.792631,-115.69162,AZNM,CA7
92274,CA,Thermal,33.466287,-116.0688,AZNM,CA7
92275,CA,Salton City,33.289347,-115.9565,AZNM,CA7
92276,CA,Thousand Palms,33.821318,-116.38023,AZNM,CA7
92277,CA,Twentynine Palms,34.165696,-116.03343,CAMX,CA7
92278,CA,Twentynine Palms,34.360235,-116.20964,CAMX,CA7
92280,CA,Vidal,34.143497,-114.62411,CAMX,CA7
92281,CA,Westmorland,33.037061,-115.6194,AZNM,CA7
92282,CA,White Water,33.941487,-116.64506,CAMX,CA7
92283,CA,Winterhaven,32.786759,-114.62591,AZNM,CA7
92284,CA,Yucca Valley,34.161795,-116.41246,CAMX,CA7
92285,CA,Landers,34.31039,-116.45012,CAMX,CA7
92286,CA,Yucca Valley,34.180251,-116.350003,CAMX,CA7
92292,CA,Palm Springs,33.752886,-116.055617,CAMX,CA7
92301,CA,Adelanto,34.641695,-117.50803,CAMX,CA7
92304,CA,Amboy,34.548138,-115.65796,CAMX,CA7
92305,CA,Angelus Oaks,34.172474,-116.87593,CAMX,CA6
92307,CA,Apple Valley,34.538622,-117.17729,CAMX,CA7
92308,CA,Apple Valley,34.447959,-117.19222,CAMX,CA7
92309,CA,Baker,35.27295,-116.06504,CAMX,CA7
92310,CA,Fort Irwin,35.262763,-116.69452,CAMX,CA7
92311,CA,Barstow,34.894181,-117.03636,CAMX,CA7
92312,CA,Barstow,34.201638,-116.906215,CAMX,CA7
92313,CA,Grand Terrace,34.030714,-117.31174,CAMX,CA6
92314,CA,Big Bear City,34.255388,-116.85442,CAMX,CA6
92315,CA,Big Bear Lake,34.241295,-116.90328,CAMX,CA6
92316,CA,Bloomington,34.064062,-117.39432,CAMX,CA6
92317,CA,Blue Jay,34.245607,-117.23,CAMX,CA7
92318,CA,Bryn Mawr,34.048544,-117.23274,CAMX,CA6
92320,CA,Calimesa,33.984551,-117.03767,CAMX,CA6
92321,CA,Cedar Glen,34.254199,-117.17563,CAMX,CA7
92322,CA,Cedarpines Park,34.839964,-115.967051,CAMX,CA7
92323,CA,Cima,35.187237,-115.39727,CAMX,CA7
92324,CA,Colton,34.061931,-117.31995,CAMX,CA6
92325,CA,Crestline,34.242567,-117.28654,CAMX,CA7
92326,CA,Crest Park,34.839964,-115.967051,CAMX,CA7
92327,CA,Daggett,34.866837,-116.86379,CAMX,CA7
92328,CA,Death Valley,35.945641,-117.20296,CAMX,CA7
92329,CA,Phelan,34.839964,-115.967051,CAMX,CA7
92331,CA,,,,CAMX,CA6
92332,CA,Essex,35.00224,-115.23936,CAMX,CA7
92333,CA,Fawnskin,34.268344,-116.93842,CAMX,CA6
92334,CA,Fontana,34.839964,-115.967051,CAMX,CA6
92335,CA,Fontana,34.088911,-117.45213,CAMX,CA6
92336,CA,Fontana,34.125147,-117.45818,CAMX,CA6
92337,CA,Fontana,34.046992,-117.481,CAMX,CA6
92338,CA,Ludlow,34.720285,-116.1982,CAMX,CA7
92339,CA,Forest Falls,34.087114,-116.923,CAMX,CA6
92340,CA,Hesperia,34.839964,-115.967051,CAMX,CA7
92341,CA,Green Valley Lake,34.241477,-117.07449,CAMX,CA6
92342,CA,Helendale,34.761696,-117.33444,CAMX,CA7
92344,CA,,,,CAMX,CA7
92345,CA,Hesperia,34.399992,-117.33999,CAMX,CA7
92346,CA,Highland,34.12716,-117.20073,CAMX,CA6
92347,CA,Hinkley,34.956205,-117.21994,CAMX,CA7
92350,CA,Loma Linda,34.839964,-115.967051,CAMX,CA6
92352,CA,Lake Arrowhead,34.25629,-117.19132,CAMX,CA7
92354,CA,Loma Linda,34.050764,-117.25327,CAMX,CA6
92356,CA,Lucerne Valley,34.481229,-116.90601,CAMX,CA7
92357,CA,Loma Linda,34.839964,-115.967051,CAMX,CA6
92358,CA,Lytle Creek,34.229288,-117.52082,CAMX,CA7
92359,CA,Mentone,34.083512,-117.09688,CAMX,CA6
92363,CA,Needles,34.808718,-114.62664,CAMX,CA7
92364,CA,Nipton,35.46019,-115.49467,CAMX,CA7
92365,CA,Newberry Springs,34.896333,-116.63644,CAMX,CA7
92366,CA,Mountain Pass,34.839964,-115.967051,CAMX,CA7
92368,CA,Oro Grande,34.634147,-117.30614,CAMX,CA7
92369,CA,Patton,34.839964,-115.967051,CAMX,CA6
92371,CA,Phelan,34.453465,-117.53392,CAMX,CA7
92372,CA,Pinon Hills,34.44654,-117.63411,CAMX,CA7
92373,CA,Redlands,34.034714,-117.17305,CAMX,CA6
92374,CA,Redlands,34.063264,-117.16888,CAMX,CA6
92375,CA,Redlands,34.839964,-115.967051,CAMX,CA6
92376,CA,Rialto,34.109511,-117.37617,CAMX,CA6
92377,CA,Rialto,34.151243,-117.39873,CAMX,CA6
92378,CA,Rimforest,34.839964,-115.967051,CAMX,CA7
92382,CA,Running Springs,34.205626,-117.10499,CAMX,CA6
92384,CA,Shoshone,35.947562,-116.27037,CAMX,CA7
92385,CA,Skyforest,34.839964,-115.967051,CAMX,CA6
92386,CA,Sugarloaf,34.244448,-116.82962,CAMX,CA6
92389,CA,Tecopa,35.848556,-116.22627,CAMX,CA7
92391,CA,Twin Peaks,34.839964,-115.967051,CAMX,CA7
92392,CA,Victorville,34.489466,-117.35321,CAMX,CA7
92393,CA,Victorville,34.839964,-115.967051,CAMX,CA7
92394,CA,Victorville,34.55965,-117.35773,CAMX,CA7
92395,CA,,,,CAMX,CA7
92396,CA,Winchester,33.714421,-117.069361,,
92397,CA,Wrightwood,34.35876,-117.62752,CAMX,CA7
92398,CA,Yermo,34.909491,-116.84058,CAMX,CA7
92399,CA,Yucaipa,34.033564,-117.03776,CAMX,CA6
92401,CA,San Bernardino,34.105079,-117.29075,CAMX,CA6
92402,CA,San Bernardino,34.21392,-117.127166,CAMX,CA6
92403,CA,San Bernardino,34.839964,-115.967051,CAMX,CA6
92404,CA,San Bernardino,34.14856,-117.26298,CAMX,CA6
92405,CA,San Bernardino,34.141659,-117.29722,CAMX,CA6
92406,CA,San Bernardino,34.839964,-115.967051,CAMX,CA6
92407,CA,San Bernardino,34.198189,-117.35826,CAMX,CA7
92408,CA,San Bernardino,34.080662,-117.27357,CAMX,CA6
92410,CA,San Bernardino,34.106965,-117.2975,CAMX,CA6
92411,CA,San Bernardino,34.12051,-117.3176,CAMX,CA6
